location_id,stone_id,role,label,lon,lat,coordinate_method,uncertainty_m,confidence,is_estimate,rationale,review_status
DR216:original,DR216,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR216:findspot,DR216,findspot,Tirsted Kirke,11.34533,54.7352,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR216:current,DR216,current_location,Nationalmuseet,12.5742,55.6745,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR131:original,DR131,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR131:findspot,DR131,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR131:current,DR131,current_location,Aars Kirke,9.513792373,56.804859633,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR109:original,DR109,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR109:findspot,DR109,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR109:current,DR109,current_location,Øster Alling Kirke,10.3139,56.4119,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
Q124959546:original,Q124959546,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
Q124959546:findspot,Q124959546,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
Q124959546:current,Q124959546,current_location,Laurbjerg Kirke,9.91748,56.35578,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR26:original,DR26,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR26:findspot,DR26,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR26:current,DR26,current_location,Læborg,9.114582628,55.523017401,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
NKJ81:original,NKJ81,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
NKJ81:findspot,NKJ81,findspot,Helgen,9.35908,59.25539,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
NKJ81:current,NKJ81,current_location,Julianehøj,11.967751046,55.861035778,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR401:original,DR401,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR401:findspot,DR401,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR401:current,DR401,current_location,,14.733000455,55.177215164,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR248:original,DR248,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR248:findspot,DR248,findspot,Snoldelev,12.1272,55.5686,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR248:current,DR248,current_location,Nationalmuseet,12.12128333,55.571625,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR218:original,DR218,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR218:findspot,DR218,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR218:current,DR218,current_location,Tågerup Kirke,11.45173333,54.67915278,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR209:original,DR209,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR209:findspot,DR209,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR209:current,DR209,current_location,Glavendruplunden,10.292982065,55.50966085,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR230:original,DR230,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR230:findspot,DR230,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR230:current,DR230,current_location,Nationalmuseet,12.5742,55.6745,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR221:original,DR221,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR221:findspot,DR221,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR221:current,DR221,current_location,Nationalmuseet,12.5742,55.6745,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR396:original,DR396,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR396:findspot,DR396,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR396:current,DR396,current_location,Nationalmuseet,12.57472222,55.67472222,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DRNOR19885:original,DRNOR19885,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DRNOR19885:findspot,DRNOR19885,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DRNOR19885:current,DRNOR19885,current_location,Sønderskov Hovedgård,9.0905,55.43413889,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR155:original,DR155,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR155:findspot,DR155,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR155:current,DR155,current_location,Vang Kirke,8.511435,56.983851,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR39:original,DR39,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR39:findspot,DR39,findspot,Pjedsted Kirke,9.64437,55.60772,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR39:current,DR39,current_location,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om current_location.,needs_review
DR399:original,DR399,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR399:findspot,DR399,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR399:current,DR399,current_location,Sankt Clemens Kirke,14.802958411,55.175099001,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR41:original,DR41,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR41:findspot,DR41,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR41:current,DR41,current_location,Jelling,9.419639931,55.756566557,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR42:original,DR42,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR42:findspot,DR42,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR42:current,DR42,current_location,Jelling,9.41957,55.75657,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR398:original,DR398,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR398:findspot,DR398,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR398:current,DR398,current_location,Østerlars Kirke,14.961667,55.171389,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DREM85312:original,DREM85312,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DREM85312:findspot,DREM85312,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DREM85312:current,DREM85312,current_location,,9.998149305,56.599254532,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR250:original,DR250,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR250:findspot,DR250,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR250:current,DR250,current_location,Ansgarkirken,12.20758,55.65011,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR217:original,DR217,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR217:findspot,DR217,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR217:current,DR217,current_location,Stiftsmuseet Maribo,11.501449,54.776636,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR212:original,DR212,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR212:findspot,DR212,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR212:current,DR212,current_location,Tillitse Kirke,11.157124488,54.766228506,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR161:original,DR161,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR161:findspot,DR161,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR161:current,DR161,current_location,Hune Kirke,9.61794,57.25088,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR55:original,DR55,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR55:findspot,DR55,findspot,Sønder Vissing Kirke,9.64218,56.02322,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR55:current,DR55,current_location,Sønder Vissing Kirke,9.6422,56.0232,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR149:original,DR149,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR149:findspot,DR149,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR149:current,DR149,current_location,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om current_location.,needs_review
DR66:original,DR66,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR66:findspot,DR66,findspot,Aarhus,10.209722222,56.156388888,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR66:current,DR66,current_location,Moesgaard,10.22284,56.08875,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR405:original,DR405,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR405:findspot,DR405,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR405:current,DR405,current_location,Sankt Clemens Kirke,14.802870354,55.175530815,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR390:original,DR390,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR390:findspot,DR390,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR390:current,DR390,current_location,Svaneke,15.14229,55.13446,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR121:original,DR121,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR121:findspot,DR121,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR121:current,DR121,current_location,Nationalmuseet,12.5755,55.6749,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR187:original,DR187,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR187:findspot,DR187,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR187:current,DR187,current_location,Nationalmuseet,12.5756,55.6749,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR48:original,DR48,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR48:findspot,DR48,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR48:current,DR48,current_location,Hanning Kirke,8.5125,56.01916667,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR35:original,DR35,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR35:findspot,DR35,findspot,Eltang Sogn,9.517912,55.540972,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR35:current,DR35,current_location,Nationalmuseet,9.55,55.54,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR143:original,DR143,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR143:findspot,DR143,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR143:current,DR143,current_location,Gunderup Kirke,10.01521,56.94137,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR370:original,DR370,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR370:findspot,DR370,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR370:current,DR370,current_location,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om current_location.,needs_review
DR117:original,DR117,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR117:findspot,DR117,findspot,Mejlby,10.0839,56.5153,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR117:current,DR117,current_location,Kulturhuset,10.0836,56.5194,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR114:original,DR114,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR114:findspot,DR114,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR114:current,DR114,current_location,Rimsø Kirke,10.795063463,56.478686714,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR107:original,DR107,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR107:findspot,DR107,findspot,Egå,10.2666,56.2156,related_place_coordinate,5000,medium,True,Wikidata P189 navngiver fundstedet; punktet er P625-koordinatet for det relaterede sted og ikke nødvendigvis det præcise fundpunkt. 5 km er en konservativ standardusikkerhed indtil individuel kontrol.,needs_review
DR107:current,DR107,current_location,Nationalmuseet,12.5742,55.6745,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR220:original,DR220,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR220:findspot,DR220,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR220:current,DR220,current_location,Nationalmuseet,12.5742,55.6745,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR15:original,DR15,original_location,,,,unknown,,unknown,False,Ingen undersøgt kilde dokumenterer endnu stenens oprindelige opstillingssted. Fundsted og oprindeligt opstillingssted må ikke sidestilles.,needs_review
DR15:findspot,DR15,findspot,,,,unknown,,unknown,False,Den maskinelt undersøgte Wikidata-post har ingen oplysning om findspot.,needs_review
DR15:current,DR15,current_location,,9.344934682,55.14008944,source_coordinate,100,medium,False,"Koordinatet er Wikidata P625 på selve stenen. Det behandles foreløbigt som nuværende placering, fordi Wikidata ikke angiver koordinatets historiske rolle. Klassifikationen kræver individuel kontrol; 100 m er en foreløbig usikkerhed.",needs_review
DR14:earliest:runor,DR14,earliest_known_location,Bjolderup,9.2529,54.9954,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
