observation_id,source_id,source_record_id,feature_type,label,lon,lat,source_statement,interpretation,review_status
fortidsminder:219003,fortidsminder:219003,219003,Runesten,"Stednr. 130701, lokalnr. 84",9.62234375,56.37902279,"Anlægstype Runesten; systemnr 219003; stednr 130701; loknr 84; koordinat 56.37902279, 9.62234375.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219007,fortidsminder:219007,219007,Runesten,"Stednr. 060201, lokalnr. 433",15.07278076,55.06183407,"Anlægstype Runesten; systemnr 219007; stednr 060201; loknr 433; koordinat 55.06183407, 15.07278076.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219009,fortidsminder:219009,219009,Runesten,"Stednr. 060201, lokalnr. 434",15.0727838,55.06182182,"Anlægstype Runesten; systemnr 219009; stednr 060201; loknr 434; koordinat 55.06182182, 15.0727838.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219010,fortidsminder:219010,219010,Runesten,"Stednr. 060201, lokalnr. 435",15.07262905,55.06184223,"Anlægstype Runesten; systemnr 219010; stednr 060201; loknr 435; koordinat 55.06184223, 15.07262905.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219012,fortidsminder:219012,219012,Runesten,"Stednr. 060201, lokalnr. 436",15.07274835,55.06182725,"Anlægstype Runesten; systemnr 219012; stednr 060201; loknr 436; koordinat 55.06182725, 15.07274835.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219013,fortidsminder:219013,219013,Runesten,"Stednr. 140402, lokalnr. 14",10.19513804,56.62028571,"Anlægstype Runesten; systemnr 219013; stednr 140402; loknr 14; koordinat 56.62028571, 10.19513804.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219014,fortidsminder:219014,219014,Runesten,"Stednr. 170601, lokalnr. 345",9.30039977,55.61994299,"Anlægstype Runesten; systemnr 219014; stednr 170601; loknr 345; koordinat 55.61994299, 9.30039977.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219028,fortidsminder:219028,219028,Runesten,"Stednr. 120204, lokalnr. 302",9.33904913,56.77411102,"Anlægstype Runesten; systemnr 219028; stednr 120204; loknr 302; koordinat 56.77411102, 9.33904913.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219029,fortidsminder:219029,219029,Runesten,"Stednr. 120102, lokalnr. 48",9.89749058,56.95125916,"Anlægstype Runesten; systemnr 219029; stednr 120102; loknr 48; koordinat 56.95125916, 9.89749058.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219030,fortidsminder:219030,219030,Runesten,"Stednr. 120804, lokalnr. 72",9.34230576,56.86627612,"Anlægstype Runesten; systemnr 219030; stednr 120804; loknr 72; koordinat 56.86627612, 9.34230576.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219032,fortidsminder:219032,219032,Runesten,"Stednr. 140604, lokalnr. 145",9.85167306,56.58421427,"Anlægstype Runesten; systemnr 219032; stednr 140604; loknr 145; koordinat 56.58421427, 9.85167306.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219033,fortidsminder:219033,219033,Runesten,"Stednr. 120104, lokalnr. 126",10.01498597,56.94153543,"Anlægstype Runesten; systemnr 219033; stednr 120104; loknr 126; koordinat 56.94153543, 10.01498597.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219036,fortidsminder:219036,219036,Runesten,"Stednr. 120104, lokalnr. 127",10.01497645,56.94152512,"Anlægstype Runesten; systemnr 219036; stednr 120104; loknr 127; koordinat 56.94152512, 10.01497645.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219037,fortidsminder:219037,219037,Runesten,"Stednr. 160104, lokalnr. 46",9.86300269,56.2554102,"Anlægstype Runesten; systemnr 219037; stednr 160104; loknr 46; koordinat 56.2554102, 9.86300269.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219038,fortidsminder:219038,219038,Runesten,"Stednr. 180105, lokalnr. 235",8.51243401,56.01905446,"Anlægstype Runesten; systemnr 219038; stednr 180105; loknr 235; koordinat 56.01905446, 8.51243401.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219040,fortidsminder:219040,219040,Runesten,"Stednr. 140305, lokalnr. 53",9.91752073,56.35579328,"Anlægstype Runesten; systemnr 219040; stednr 140305; loknr 53; koordinat 56.35579328, 9.91752073.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219043,fortidsminder:219043,219043,Runesten,"Stednr. 140906, lokalnr. 7",10.06271319,56.50362503,"Anlægstype Runesten; systemnr 219043; stednr 140906; loknr 7; koordinat 56.50362503, 10.06271319.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219047,fortidsminder:219047,219047,Runesten,"Stednr. 120306, lokalnr. 65",10.04340129,56.84372195,"Anlægstype Runesten; systemnr 219047; stednr 120306; loknr 65; koordinat 56.84372195, 10.04340129.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219049,fortidsminder:219049,219049,Runesten,"Stednr. 100403, lokalnr. 78",9.61794479,57.25089357,"Anlægstype Runesten; systemnr 219049; stednr 100403; loknr 78; koordinat 57.25089357, 9.61794479.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219055,fortidsminder:219055,219055,Runesten,"Stednr. 100405, lokalnr. 74",9.66957601,57.21087566,"Anlægstype Runesten; systemnr 219055; stednr 100405; loknr 74; koordinat 57.21087566, 9.66957601.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219057,fortidsminder:219057,219057,Runesten,"Stednr. 080506, lokalnr. 50",10.28368033,55.57326032,"Anlægstype Runesten; systemnr 219057; stednr 080506; loknr 50; koordinat 55.57326032, 10.28368033.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219061,fortidsminder:219061,219061,Runesten,"Stednr. 060302, lokalnr. 158",14.76903403,55.13929122,"Anlægstype Runesten; systemnr 219061; stednr 060302; loknr 158; koordinat 55.13929122, 14.76903403.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219073,fortidsminder:219073,219073,Runesten,"Stednr. 060303, lokalnr. 661",14.81490711,55.07387983,"Anlægstype Runesten; systemnr 219073; stednr 060303; loknr 661; koordinat 55.07387983, 14.81490711.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219133,fortidsminder:219133,219133,Runesten,"Stednr. 060303, lokalnr. 662",14.81486159,55.07389046,"Anlægstype Runesten; systemnr 219133; stednr 060303; loknr 662; koordinat 55.07389046, 14.81486159.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219242,fortidsminder:219242,219242,Runesten,"Stednr. 120810, lokalnr. 140",9.75649563,56.75519116,"Anlægstype Runesten; systemnr 219242; stednr 120810; loknr 140; koordinat 56.75519116, 9.75649563.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219245,fortidsminder:219245,219245,Runesten,"Stednr. 140114, lokalnr. 107",10.79495943,56.47865006,"Anlægstype Runesten; systemnr 219245; stednr 140114; loknr 107; koordinat 56.47865006, 10.79495943.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219250,fortidsminder:219250,219250,Runesten,"Stednr. 160406, lokalnr. 264",9.64219998,56.02318862,"Anlægstype Runesten; systemnr 219250; stednr 160406; loknr 264; koordinat 56.02318862, 9.64219998.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219253,fortidsminder:219253,219253,Runesten,"Stednr. 160406, lokalnr. 265",9.64215722,56.02314953,"Anlægstype Runesten; systemnr 219253; stednr 160406; loknr 265; koordinat 56.02314953, 9.64215722.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219254,fortidsminder:219254,219254,Runesten,"Stednr. 130712, lokalnr. 39",9.78663565,56.40878708,"Anlægstype Runesten; systemnr 219254; stednr 130712; loknr 39; koordinat 56.40878708, 9.78663565.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219589,fortidsminder:219589,219589,Runesten,"Stednr. 150104, lokalnr. 16",9.93130255,56.18319476,"Anlægstype Runesten; systemnr 219589; stednr 150104; loknr 16; koordinat 56.18319476, 9.93130255.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219592,fortidsminder:219592,219592,Runesten,"Stednr. 120811, lokalnr. 82",9.58932855,56.86569238,"Anlægstype Runesten; systemnr 219592; stednr 120811; loknr 82; koordinat 56.86569238, 9.58932855.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219595,fortidsminder:219595,219595,Runesten,"Stednr. 140608, lokalnr. 65",10.03313985,56.54004105,"Anlægstype Runesten; systemnr 219595; stednr 140608; loknr 65; koordinat 56.54004105, 10.03313985.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219597,fortidsminder:219597,219597,Runesten,"Stednr. 160111, lokalnr. 51",9.82427795,56.22636632,"Anlægstype Runesten; systemnr 219597; stednr 160111; loknr 51; koordinat 56.22636632, 9.82427795.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219599,fortidsminder:219599,219599,Runesten,"Stednr. 140610, lokalnr. 73",9.90017582,56.59838783,"Anlægstype Runesten; systemnr 219599; stednr 140610; loknr 73; koordinat 56.59838783, 9.90017582.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219600,fortidsminder:219600,219600,Runesten,"Stednr. 141019, lokalnr. 50",10.24646631,56.43456308,"Anlægstype Runesten; systemnr 219600; stednr 141019; loknr 50; koordinat 56.43456308, 10.24646631.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219603,fortidsminder:219603,219603,Runesten,"Stednr. 141021, lokalnr. 65",10.31393782,56.41186847,"Anlægstype Runesten; systemnr 219603; stednr 141021; loknr 65; koordinat 56.41186847, 10.31393782.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219647,fortidsminder:219647,219647,Runesten,"Stednr. 131215, lokalnr. 133",9.83270851,56.45237524,"Anlægstype Runesten; systemnr 219647; stednr 131215; loknr 133; koordinat 56.45237524, 9.83270851.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219648,fortidsminder:219648,219648,Runesten,"Stednr. 131215, lokalnr. 134",9.83271027,56.45236287,"Anlægstype Runesten; systemnr 219648; stednr 131215; loknr 134; koordinat 56.45236287, 9.83271027.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219649,fortidsminder:219649,219649,Runesten,"Stednr. 030206, lokalnr. 173",11.22570919,55.53796487,"Anlægstype Runesten; systemnr 219649; stednr 030206; loknr 173; koordinat 55.53796487, 11.22570919.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219738,fortidsminder:219738,219738,Runesten,"Stednr. 060205, lokalnr. 453",14.91937356,55.07062472,"Anlægstype Runesten; systemnr 219738; stednr 060205; loknr 453; koordinat 55.07062472, 14.91937356.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:219739,fortidsminder:219739,219739,Runesten,"Stednr. 060205, lokalnr. 454",14.91942513,55.07062333,"Anlægstype Runesten; systemnr 219739; stednr 060205; loknr 454; koordinat 55.07062333, 14.91942513.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:220949,fortidsminder:220949,220949,Runesten,"Stednr. 110313, lokalnr. 145",8.51110104,56.98395904,"Anlægstype Runesten; systemnr 220949; stednr 110313; loknr 145; koordinat 56.98395904, 8.51110104.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:216,fortidsminder:216,216,Runesten,"Stednr. 060205, lokalnr. 125",14.96251174,55.07173103,"Anlægstype Runesten; systemnr 216; stednr 060205; loknr 125; koordinat 55.07173103, 14.96251174.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:311,fortidsminder:311,311,Runesten,"Stednr. 060206, lokalnr. 74",14.93170692,55.06240855,"Anlægstype Runesten; systemnr 311; stednr 060206; loknr 74; koordinat 55.06240855, 14.93170692.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:696,fortidsminder:696,696,Runesten,"Stednr. 060201, lokalnr. 76",15.10634203,55.05576329,"Anlægstype Runesten; systemnr 696; stednr 060201; loknr 76; koordinat 55.05576329, 15.10634203.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:766,fortidsminder:766,766,Runesten,"Stednr. 060107, lokalnr. 65",14.90746119,55.20597421,"Anlægstype Runesten; systemnr 766; stednr 060107; loknr 65; koordinat 55.20597421, 14.90746119.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:1236,fortidsminder:1236,1236,Runesten,"Stednr. 060104, lokalnr. 63",14.78742163,55.21903649,"Anlægstype Runesten; systemnr 1236; stednr 060104; loknr 63; koordinat 55.21903649, 14.78742163.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:1965,fortidsminder:1965,1965,Runesten,"Stednr. 060405, lokalnr. 75",14.92463688,55.18814829,"Anlægstype Runesten; systemnr 1965; stednr 060405; loknr 75; koordinat 55.18814829, 14.92463688.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:2184,fortidsminder:2184,2184,Runesten,"Stednr. 060406, lokalnr. 142",15.08977726,55.14979981,"Anlægstype Runesten; systemnr 2184; stednr 060406; loknr 142; koordinat 55.14979981, 15.08977726.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:9073,fortidsminder:9073,9073,Runesten,"Stednr. 090512, lokalnr. 1",10.6245419,54.90349758,"Anlægstype Runesten; systemnr 9073; stednr 090512; loknr 1; koordinat 54.90349758, 10.6245419.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:10330,fortidsminder:10330,10330,Runesten,"Stednr. 100106, lokalnr. 172",10.13412763,57.31435539,"Anlægstype Runesten; systemnr 10330; stednr 100106; loknr 172; koordinat 57.31435539, 10.13412763.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:14218,fortidsminder:14218,14218,Runesten,"Stednr. 100403, lokalnr. 1",9.63708996,57.27146235,"Anlægstype Runesten; systemnr 14218; stednr 100403; loknr 1; koordinat 57.27146235, 9.63708996.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:14350,fortidsminder:14350,14350,Runesten,"Stednr. 100405, lokalnr. 6",9.66746926,57.22832877,"Anlægstype Runesten; systemnr 14350; stednr 100405; loknr 6; koordinat 57.22832877, 9.66746926.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:17588,fortidsminder:17588,17588,Runesten,"Stednr. 110202, lokalnr. 46",8.73027305,57.01226223,"Anlægstype Runesten; systemnr 17588; stednr 110202; loknr 46; koordinat 57.01226223, 8.73027305.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:18792,fortidsminder:18792,18792,Runesten,"Stednr. 110305, lokalnr. 250",8.59032781,56.95149265,"Anlægstype Runesten; systemnr 18792; stednr 110305; loknr 250; koordinat 56.95149265, 8.59032781.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:22029,fortidsminder:22029,22029,Rundhøj,"Stednr. 110613, lokalnr. 22",8.39238086,56.71933786,"Anlægstype Rundhøj; systemnr 22029; stednr 110613; loknr 22; koordinat 56.71933786, 8.39238086.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:27978,fortidsminder:27978,27978,Runesten,"Stednr. 120701, lokalnr. 72",9.48690498,57.01098772,"Anlægstype Runesten; systemnr 27978; stednr 120701; loknr 72; koordinat 57.01098772, 9.48690498.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:33170,fortidsminder:33170,33170,Runesten,"Stednr. 130405, lokalnr. 31",8.92850491,56.57254549,"Anlægstype Runesten; systemnr 33170; stednr 130405; loknr 31; koordinat 56.57254549, 8.92850491.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:49522,fortidsminder:49522,49522,Rundhøj,"Stednr. 150309, lokalnr. 10",10.20311911,56.19185392,"Anlægstype Rundhøj; systemnr 49522; stednr 150309; loknr 10; koordinat 56.19185392, 10.20311911.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:55540,fortidsminder:55540,55540,Runesten,"Stednr. 170202, lokalnr. 7",9.53626075,55.53782763,"Anlægstype Runesten; systemnr 55540; stednr 170202; loknr 7; koordinat 55.53782763, 9.53626075.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:70438,fortidsminder:70438,70438,Runesten,"Stednr. 180712, lokalnr. 49",8.40936861,56.55693143,"Anlægstype Runesten; systemnr 70438; stednr 180712; loknr 49; koordinat 56.55693143, 8.40936861.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:84911,fortidsminder:84911,84911,Runesten,"Stednr. 210506, lokalnr. 5",8.77623934,55.00937628,"Anlægstype Runesten; systemnr 84911; stednr 210506; loknr 5; koordinat 55.00937628, 8.77623934.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:91186,fortidsminder:91186,91186,Runesten,"Stednr. 050704, lokalnr. 6",11.68741597,55.35482257,"Anlægstype Runesten; systemnr 91186; stednr 050704; loknr 6; koordinat 55.35482257, 11.68741597.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:93684,fortidsminder:93684,93684,Runesten,"Stednr. 010309, lokalnr. 3",12.22376626,55.89484711,"Anlægstype Runesten; systemnr 93684; stednr 010309; loknr 3; koordinat 55.89484711, 12.22376626.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:95661,fortidsminder:95661,95661,Runesten,"Stednr. 020207, lokalnr. 12",12.20678317,55.65332257,"Anlægstype Runesten; systemnr 95661; stednr 020207; loknr 12; koordinat 55.65332257, 12.20678317.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:97463,fortidsminder:97463,97463,Bautasten,"Stednr. 020509, lokalnr. 2",12.11921375,55.57189971,"Anlægstype Bautasten; systemnr 97463; stednr 020509; loknr 2; koordinat 55.57189971, 12.11921375.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:109522,fortidsminder:109522,109522,Runesten,"Stednr. 040104, lokalnr. 19",11.68839606,55.43416759,"Anlægstype Runesten; systemnr 109522; stednr 040104; loknr 19; koordinat 55.43416759, 11.68839606.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:111590,fortidsminder:111590,111590,Kirke,"Stednr. 040402, lokalnr. 42",11.34905869,55.28619407,"Anlægstype Kirke; systemnr 111590; stednr 040402; loknr 42; koordinat 55.28619407, 11.34905869.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112649,fortidsminder:112649,112649,Runesten,"Stednr. 070510, lokalnr. 1",11.24937431,54.8167053,"Anlægstype Runesten; systemnr 112649; stednr 070510; loknr 1; koordinat 54.8167053, 11.24937431.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112650,fortidsminder:112650,112650,Runesten,"Stednr. 070510, lokalnr. 1",11.24828483,54.81670752,"Anlægstype Runesten; systemnr 112650; stednr 070510; loknr 1; koordinat 54.81670752, 11.24828483.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112651,fortidsminder:112651,112651,Runesten,"Stednr. 070510, lokalnr. 1",11.25175609,54.82062524,"Anlægstype Runesten; systemnr 112651; stednr 070510; loknr 1; koordinat 54.82062524, 11.25175609.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:119519,fortidsminder:119519,119519,Runesten,"Stednr. 230205, lokalnr. 95",9.88409912,54.95121267,"Anlægstype Runesten; systemnr 119519; stednr 230205; loknr 95; koordinat 54.95121267, 9.88409912.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:122744,fortidsminder:122744,122744,Bro,"Stednr. 060205, lokalnr. 214",14.9415454,55.0355264,"Anlægstype Bro; systemnr 122744; stednr 060205; loknr 214; koordinat 55.0355264, 14.9415454.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:122882,fortidsminder:122882,122882,Kirke,"Stednr. 060205, lokalnr. 166",14.91965082,55.07065087,"Anlægstype Kirke; systemnr 122882; stednr 060205; loknr 166; koordinat 55.07065087, 14.91965082.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:122899,fortidsminder:122899,122899,Kirke,"Stednr. 060303, lokalnr. 74",14.81496364,55.07389091,"Anlægstype Kirke; systemnr 122899; stednr 060303; loknr 74; koordinat 55.07389091, 14.81496364.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:123354,fortidsminder:123354,123354,Bautasten,"Stednr. 060304, lokalnr. 2",14.69858806,55.10071829,"Anlægstype Bautasten; systemnr 123354; stednr 060304; loknr 2; koordinat 55.10071829, 14.69858806.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:129770,fortidsminder:129770,129770,Runesten,"Stednr. 070316, lokalnr. 2",11.43730736,54.71541453,"Anlægstype Runesten; systemnr 129770; stednr 070316; loknr 2; koordinat 54.71541453, 11.43730736.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:130150,fortidsminder:130150,130150,Runesten,"Stednr. 080205, lokalnr. 73",10.06668429,55.25045406,"Anlægstype Runesten; systemnr 130150; stednr 080205; loknr 73; koordinat 55.25045406, 10.06668429.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:130151,fortidsminder:130151,130151,Runesten,"Stednr. 080207, lokalnr. 22",10.01412559,55.14906611,"Anlægstype Runesten; systemnr 130151; stednr 080207; loknr 22; koordinat 55.14906611, 10.01412559.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:130155,fortidsminder:130155,130155,Runesten,"Stednr. 080218, lokalnr. 29",9.98818486,55.22957404,"Anlægstype Runesten; systemnr 130155; stednr 080218; loknr 29; koordinat 55.22957404, 9.98818486.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
